DBN,NAME,TYPE,GRADES,DISTRICT,TEL,WEBSITE,SUBWAY,BUS,URL,LAT,LON,address
04M372,Esperanza Preparatory Academy,Secondary School,"06,07,08,09,10,11,12,SE","4",212-722-6507,https://www.epaschool.org,6 to 110th St,"M1, M101, M102, M103, M106, M116, M15, M15-SBS, M2, M3, M4, M96, M98",https://tools.nycenet.edu/snapshot/2019/04M372/EMS,40.792407,-73.942062,"240 East 109th Street, Manhattan NY 10029"
04M377,Renaissance School of the Arts,Junior High-Intermediate-Middle,"06,07,08,SE","4",212-534-6072,https://www.schools.nyc.gov/Find-a-School,"6 to 116th St; 4, 5 to 125th St","Bx15, BxM10, BxM6, BxM7, BxM8, BxM9, M1, M100, M101, M102, M103, M116, M15, M15-SBS, M35, M60-SBS, M98",https://tools.nycenet.edu/snapshot/2019/04M377/EMS,40.79732,-73.93574,"319 East 117th Street, Manhattan NY 10035"
01M378,School for Global Leaders,Junior High-Intermediate-Middle,"06,07,08,SE","1",212-260-5375,https://www.SGL378.org,"F, J, M, Z to Delancey St-Essex St; B, D to Grand St","B39, M103, M14A, M14D, M15, M15-SBS, M21, M22, M8, M9",https://tools.nycenet.edu/snapshot/2019/01M378/EMS,40.720261,-73.985994,"145 Stanton Street, Manhattan NY 10002"
02M397,Spruce Street School,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","2",212-266-4800,https://www.sprucestreetnyc.org,"R to City Hall; E to Park Place; 4, 5, 6, J, Z to Brooklyn Bridge - City Hall; 2, 3, A, C to Fulton St-Broadway-Nassau; 1 to Chambers St","BM1, BM2, BM3, BM4, BxM18, M103, M15, M15-SBS, M20, M22, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X14, X15, X17, X17A, X19, X2, X27, X28, X3, X4, X42, X5, X7, X8, X9",https://tools.nycenet.edu/snapshot/2019/02M397/EMS,40.711208,-74.005393,"12 Spruce Street, Manhattan NY 10038"
02M407,Institute for Collaborative Education,Secondary School,"06,07,08,09,10,11,12","2",212-475-7972,https://www.iceschoolnyc.org,"L to 1st Ave; 4, 5, 6, N, Q, R to 14th St-Union Square","BM1, BM2, BM3, BM4, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M34A-SBS, M8, M9, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",https://tools.nycenet.edu/snapshot/2019/02M407/EMS,40.732508,-73.98272,"345 East 15th Street, Manhattan NY 10003"
02M408,Professional Performing Arts High School,Secondary School,"06,07,08,09,10,11,12,SE","2",212-247-8652,https://www.ppasnyc.org,"N, Q, R to 49th St; F, M to 47-50th Sts Rockefeller Center; B, D to 7th Ave; A to 42nd St-Port Authority Bus Terminal; 2, 3, 7, S to Times Square-42nd St; 1, C, E to 50th St","BxM2, M10, M104, M11, M12, M20, M31, M34A-SBS, M42, M5, M50, M57, M7, QM1, QM10, QM12, QM15, QM16, QM17, QM18, QM2, QM20, QM24, QM3, QM4, QM5, QM6, X1, X12, X14, X17J, X21, X22, X22A, X30, X31, X42, X7, X9",https://tools.nycenet.edu/snapshot/2019/02M408/EMS,40.761073,-73.988382,"328 West 48th Street, Manhattan NY 10036"
02M413,School of the Future High School,Secondary School,"06,07,08,09,10,11,12,SE","2",212-475-8086,https://www.sof.edu,"6, F, M, N, R to 23rd St; 4, 5, L, Q to 14th St-Union Square","BM1, BM2, BM3, BM4, BxM10, BxM11, BxM18, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M34A-SBS, M5, M7, M9, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",https://tools.nycenet.edu/snapshot/2019/02M413/EMS,40.739301,-73.985441,"127 East 22nd Street, Manhattan NY 10010"
03M415,Wadleigh Secondary School for the Performing & Vis,Secondary School,"06,07,08,09,10,11,12,SE","3",212-749-5800,https://www.wadleigharts.org,"2, 3, B, C to 116th St","M1, M10, M102, M11, M116, M2, M3, M4, M7",https://tools.nycenet.edu/snapshot/2019/03M415/EMS,40.802345,-73.954034,"215 West 114th Street, Manhattan NY 10026"
03M421,West Prep Academy,Junior High-Intermediate-Middle,"06,07,08,SE","3",212-280-8502,https://www.ms421.org,"2, 3 to 96th St; 1, B, C to 103rd St","M10, M104, M106, M11, M116, M3, M4, M5, M60-SBS, M7, M96",https://tools.nycenet.edu/snapshot/2019/03M421/EMS,40.799311,-73.965892,"150 West 105th Street, Manhattan NY 10025"
02M422,Quest to Learn,Secondary School,"06,07,08,09,10,11,12,SE","2",212-488-3645,https://www.q2l.org,"A, C, E, L to 14th St-8th Ave; 2, 3, F, M to 14th St; 1 to 18th St","M11, M12, M14A, M14D, M20, M23, M5, M7, X27, X28",https://tools.nycenet.edu/snapshot/2019/02M422/EMS,40.743494,-74.002644,"351 West 18th Street, Manhattan NY 10011"
02M442,"Ballet Tech, NYC Public School for Dance",K-8,"04,05,06,07,08","2",212-254-1803,https://www.ballettech.org,"6, N, R to 23rd St; 4, 5, L, Q to 14th St-Union Square; 1, 2, 3, F, M to 14th St - 6th Ave","BM1, BM2, BM3, BM4, BxM10, BxM11, BxM18, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M20, M23, M3, M34A-SBS, M5, M7, M9, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",https://tools.nycenet.edu/snapshot/2019/02M442/EMS,40.738588,-73.98919,"890 Broadway, Manhattan NY 10003"
01M450,East Side Community School,Secondary School,"06,07,08,09,10,11,12,SE","1",212-460-8467,https://www.eschs.org,"L to 1st Ave; 6 to Astor Place","M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M8, M9",https://tools.nycenet.edu/snapshot/2019/01M450/EMS,40.728947,-73.982474,"420 East 12th Street, Manhattan NY 10009"
05M499,Frederick Douglass Academy,Secondary School,"06,07,08,09,10,11,12,SE","5",212-491-4107,https://www.fda1.org,"A, B, C, D to 145th St; 3 to Harlem - 148 St","Bx13, Bx19, Bx6, M1, M10, M102, M2, M3, M7",https://tools.nycenet.edu/snapshot/2019/05M499/EMS,40.824025,-73.936032,"2581 7th Avenue, Manhattan NY 10039"
05M514,New Design Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","5",212-281-6339,https://www.newdesignmiddle.org,"B, C to 135th St; 1 to 137th St - City College","Bx15, Bx19, M100, M101, M104, M11, M3, M4, M5, M60-SBS",https://tools.nycenet.edu/snapshot/2019/05M514/EMS,40.819714,-73.956698,"625 West 133rd Street, Manhattan NY 10027"
05M517,Teachers College Community School,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","5",212-316-8080,https://www.TCCSps517.org,"1, A, B, C, D to 125th St","Bx15, Bx33, M10, M100, M101, M104, M11, M2, M3, M4, M5, M60 SBS",https://tools.nycenet.edu/snapshot/2019/05M517/EMS,40.812655,-73.953601,"168 Morningside Avenue, Manhattan NY 10027"
06M528,I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle,"06,07,08,SE","6",212-740-4900,https://www.schools.nyc.gov/Find-a-School,"1, A to 181st St","Bx11, Bx13, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M5, M98",https://tools.nycenet.edu/snapshot/2019/06M528/EMS,40.850489,-73.934428,"180 Wadsworth Avenue, Manhattan NY 10033"
01M539,"New Explorations into Science, Technology and Math",K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","1",212-677-5190,https://www.nestmk12.net,"F, J, M, Z to Delancey St-Essex St","B39, M14A, M14D, M21, M22, M8, M9",https://tools.nycenet.edu/snapshot/2019/01M539/EMS,40.719173,-73.979811,"111 Columbia Street, Manhattan NY 10002"
04M610,Young Women's Leadership School,Secondary School,"06,07,08,09,10,11,12,SE","4",212-289-7593,https://www.tywls.org,"6 to 103rd St; 2, 3 to Central Park North-110th St","BxM11, BxM2, BxM3, BxM4, M1, M101, M102, M103, M106, M116, M15, M15-SBS, M2, M3, M4, M98",https://tools.nycenet.edu/snapshot/2019/04M610/EMS,40.79281,-73.947074,"105 East 106th Street, New York NY 10029"
05M670,Thurgood Marshall Academy for Learning and Social,Secondary School,"06,07,08,09,10,11,12,SE","5",212-283-8055,https://www.tmanyc.org,"A, D to 125th St; 2, 3, B, C to 135th St","Bx15, Bx33, M1, M10, M100, M101, M102, M104, M11, M2, M3, M7",https://tools.nycenet.edu/snapshot/2019/05M670/EMS,40.814994,-73.94406,"200-214 West 135th Street, Manhattan NY 10030"
04M825,Isaac Newton Middle School for Math & Science,Junior High-Intermediate-Middle,"06,07,08,SE","4",212-860-6006,https://www.blackbinder.com,N/A,"BxM10, BxM6, BxM7, BxM8, BxM9, M101, M102, M103, M106, M116, M15, M15-SBS, M35, M98",https://tools.nycenet.edu/snapshot/2019/04M825/EMS,40.794462,-73.932786,"260 Pleasant Avenue, Manhattan NY 10029"
01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","1",212-995-1430,https://www.tsmsonline.org,"L to 1st Ave; J, M, Z to Delancey St-Essex St; F to Lower East Side-2 Ave","M14A, M14D, M15, M15-SBS, M21, M8, M9",https://tools.nycenet.edu/snapshot/2019/01M839/EMS,40.723399,-73.981584,"600 East 6th Street, Manhattan NY 10009"
03M859,Special Music School,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","3",212-501-3318,https://www.kaufmanmusiccenter.org/sms,"A, D to 59th St-ColumBUS Circle; 2, 3, B, C to 72nd St; 1 to 66th St - Lincoln Center","BxM2, M10, M104, M11, M20, M5, M57, M66, M7, M72",https://tools.nycenet.edu/snapshot/2019/03M859/EMS,40.775538,-73.982916,"129 West 67th Street, Manhattan, NY 10023"
03M860,Frederick Douglass Academy II Secondary School,Secondary School,"06,07,08,09,10,11,12,SE","3",212-865-9260,https://www.fda2.org,"2, 3, B, C to 116th St","M1, M10, M102, M11, M116, M2, M3, M4, M7",https://tools.nycenet.edu/snapshot/2019/03M860/EMS,40.802489,-73.953925,"215 West 114th Street, Manhattan NY 10026"
03M862,Mott Hall II,Junior High-Intermediate-Middle,"06,07,08,SE","3",212-678-2960,https://www.motthall2.org,"1, B, C to Cathedral Parkway-110th St","M10, M104, M11, M116, M3, M4, M5, M60-SBS, M7",https://tools.nycenet.edu/snapshot/2019/03M862/EMS,40.802604,-73.965919,"234 West 109th Street, Manhattan NY 10025"
02M896,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","2",646-826-8100,https://www.lmc896.org,"N to South Ferry; J, Z to Broad St; E to World Trade Center; A, C to Fulton St-Broadway-Nassau; 4, 5 to Bowling Green; 2, 3 to Wall St; 1, R to Whitehall St-South Ferry; 1, R to Rector St","BM1, BM2, BM3, BM4, BxM18, M15, M15-SBS, M20, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X14, X15, X17, X17A, X19, X2, X27, X28, X3, X37, X38, X4, X42, X5, X7, X8, X9",https://tools.nycenet.edu/snapshot/2019/02M896/EMS,40.705659,-74.01304,"26 Broadway, Manhattan NY 10004"
02M896,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","2",646-826-8100,https://www.lmc896.org,"N to South Ferry; J, Z to Broad St; E to World Trade Center; A, C to Fulton St-Broadway-Nassau; 4, 5 to Bowling Green; 2, 3 to Wall St; 1, R to Whitehall St-South Ferry; 1, R to Rector St","BM1, BM2, BM3, BM4, BxM18, M15, M15-SBS, M20, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X14, X15, X17, X17A, X19, X2, X27, X28, X3, X37, X38, X4, X42, X5, X7, X8, X9",https://tools.nycenet.edu/snapshot/2019/02M896/EMS,40.705863,-74.013303,"26 Broadway, Manhattan NY 10004"
02M933,City Knoll Middle School,Junior High-Intermediate-Middle,"06,07,08,SE","2",212-695-9115,https://www.cityknollms.org,"1, 2, 3, A, C, E to 34th St - Penn Station","BxM2, M104, M11, M12, M20, M34A-SBS, M34-SBS, M4, M42, M7, Q32, X17J, X21, X22, X22A, X30, X31",https://tools.nycenet.edu/snapshot/2019/02M933/EMS,40.766095,-73.989592,"425 West 33rd Street, Manhattan NY 10001"
04M964,Central Park East II,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","4",212-860-5992,https://www.cpe2.org,6 to 103rd St,"BxM1, M101, M102, M103, M106, M15, M15-SBS, M31, M35, M86-SBS, M96, M98",https://tools.nycenet.edu/snapshot/2019/04M964/EMS,40.785467,-73.940839,"433 East 100 Street, Manhattan, NY 10029"
24Q005,I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle,"06,07,08,SE","24",718-205-6788,https://www.schools.nyc.gov/Find-a-School,R to Elmhurst Ave,"Q18, Q47, Q53, Q58, Q59, Q60",https://tools.nycenet.edu/snapshot/2019/24Q005/EMS,40.737674,-73.888116,"50-40 Jacobus Street, Queens NY 11373"
28Q008,J.H.S. 008 Richard S. Grossley,Junior High-Intermediate-Middle,"06,07,08,SE","28",718-739-6883,https://www.schools.nyc.gov/Find-a-School,N/A,"Q111, Q112, Q113, Q114, Q4, Q42, Q5, Q60, Q83, Q84, Q85, X64",https://tools.nycenet.edu/snapshot/2019/28Q008/EMS,40.697063,-73.786662,"108-35 167th Street, Queens NY 11433"
30Q010,I.S. 010 Horace Greeley,Junior High-Intermediate-Middle,"06,07,08,SE","30",718-278-7054,https://www.is10q.org,"M, R to 46th St","Q101, Q104, Q18, Q66",https://tools.nycenet.edu/snapshot/2019/30Q010/EMS,40.760253,-73.912011,"45-11 31st Ave, Queens NY 11103"
25Q025,I.S. 025 Adrien Block,Junior High-Intermediate-Middle,"06,07,08,SE","25",718-961-3480,https://www.adrienblockis25.com,N/A,"Q12, Q13, Q16, Q28, Q31, Q76, QM3",https://tools.nycenet.edu/snapshot/2019/25Q025/EMS,40.765023,-73.789641,"34-65 192nd Street, Queens NY 11358"
27Q042,P.S./M.S 042 R. Vernam,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","27",718-634-7914,https://www.schools.nyc.gov/Find-a-School,A to Beach 67th St-Gaston,"Q22, Q52, QM17",https://tools.nycenet.edu/snapshot/2019/27Q042/EMS,40.594659,-73.794573,"488 Beach 66th Street, Queens NY 11692"
27Q043,P.S. 043,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","27",718-327-5860,https://www.schools.nyc.gov/Find-a-School,A to Beach 36th St-Edgemere,"Q113, Q114, Q22, QM17",https://tools.nycenet.edu/snapshot/2019/27Q043/EMS,40.593245,-73.760825,"160 Beach 29th Street, Queens NY 11691"
27Q047,P.S. 047 Chris Galas,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","27",718-634-7167,https://www.schools.nyc.gov/Find-a-School,"A, S to Broad Channel","Q52, Q53, QM16, QM17",https://tools.nycenet.edu/snapshot/2019/27Q047/EMS,40.60622,-73.820954,"9 Power Road, Queens NY 11693"
24Q049,P.S. 049 Dorothy Bonawit Kole,K-8,"0K,01,02,03,04,05,06,07,08,SE","24",718-326-2111,https://www.49online.org,N/A,"BM5, Q11, Q21, Q29, Q38, Q47, Q52, Q53, Q54, QM15, QM24, QM25, QM34",https://tools.nycenet.edu/snapshot/2019/24Q049/EMS,40.719467,-73.875677,"63-60 80th Street, Queens NY 11379"
27Q053,M.S. 053 Brian Piccolo,Junior High-Intermediate-Middle,"06,07,08,09,SE","27",718-471-6900,https://www.MS53.org,A to Far Rockaway - Mott Ave,"Q113, Q114, Q22, QM17",https://tools.nycenet.edu/snapshot/2019/27Q053/EMS,40.603884,-73.749745,"10-45 Nameoke Street, Queens NY 11691"
29Q059,I.S. 059 Springfield Gardens,Junior High-Intermediate-Middle,"06,07,08,SE","29",718-527-3501,https://www.schools.nyc.gov/Find-a-School,N/A,"Q3, Q5, Q77, Q84, X63",https://tools.nycenet.edu/snapshot/2019/29Q059/EMS,40.681792,-73.752796,"132-55 Ridgedale Street, Queens NY 11413"
24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,"06,07,08,SE","24",718-760-3233,https://www.davinci61.com,N/A,"Q23, Q29, Q38, Q58, Q72, Q88, QM10, QM11, QM40",https://tools.nycenet.edu/snapshot/2019/24Q061/EMS,40.742199,-73.863169,"98-50 50th Avenue, Queens NY 11368"
26Q067,J.H.S. 067 Louis Pasteur,Junior High-Intermediate-Middle,"06,07,08,SE","26",718-423-8138,https://www.ms67q.com,N/A,"Q12, Q30, Q36, QM3, QM35, QM5, QM8",https://tools.nycenet.edu/snapshot/2019/26Q067/EMS,40.762191,-73.734623,"51-60 Marathon Parkway, Queens NY 11362"
28Q072,Catherine & Count Basie Middle School 72,Junior High-Intermediate-Middle,"06,07,08,SE","28",718-723-6200,https://www.schools.nyc.gov/Find-a-School,N/A,"Q111, Q113, Q114, Q6, Q85, QM21",https://tools.nycenet.edu/snapshot/2019/28Q072/EMS,40.675308,-73.775821,"133-25 Guy R Brewer Boulevard, Queens NY 11434"
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,"06,07,08,SE","24",718-639-3817,https://www.is73.org,N/A,"Q18, Q47, Q58, Q59, Q67",https://tools.nycenet.edu/snapshot/2019/24Q073/EMS,40.728414,-73.893595,"70-02 54th Avenue, Queens NY 11378"
26Q074,J.H.S. 074 Nathaniel Hawthorne,Junior High-Intermediate-Middle,"06,07,08,SE","26",718-631-6800,https://www.ms74.com,N/A,"Q30, Q76, Q88, QM35, QM5, QM8",https://tools.nycenet.edu/snapshot/2019/26Q074/EMS,40.744643,-73.766371,"61-15 Oceania Street, Queens NY 11364"
24Q077,I.S. 077,Junior High-Intermediate-Middle,"06,07,08,SE","24",718-366-7120,https://www.schools.nyc.gov/Find-a-School,"M to Forest Ave; L to Halsey St","B13, B20, B26, B38, B52, B54, Q39, Q55, Q58, QM24, QM25, QM34",https://tools.nycenet.edu/snapshot/2019/24Q077/EMS,40.699076,-73.902213,"976 Seneca Avenue, Queens NY 11385"
30Q078,P.S./I.S. 78Q,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","30",718-392-5402,https://www.ps78.com,"G to 21st St; 7 to Vernon Blvd-Jackson Ave","B32, B62, Q67",https://tools.nycenet.edu/snapshot/2019/30Q078/EMS,40.744474,-73.957022,"48-09 Center Boulevard, Queens NY 11109"
24Q087,P.S./I.S. 087 Middle Village,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","24",718-326-8243,https://www.schools.nyc.gov/Find-a-School,N/A,"Q29, Q38, Q47, Q54",https://tools.nycenet.edu/snapshot/2019/24Q087/EMS,40.711383,-73.871403,"67-54 80th Street, Queens NY 11379"
24Q093,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,"06,07,08,SE","24",718-821-4882,https://www.is93.org,M to Forest Ave,"B13, B20, B38, Q38, Q39, Q54, Q55, Q58, Q67, QM24, QM25, QM34",https://tools.nycenet.edu/snapshot/2019/24Q093/EMS,40.705313,-73.903212,"66-56 Forest Avenue, Queens NY 11385"
24Q102,P.S. 102 Bayview,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","24",718-446-3308,https://www.ps102q.org,"M, R to Grand Ave - Newtown","Q11, Q21, Q29, Q38, Q47, Q52, Q53, Q58, Q59, Q60, Q88, QM10, QM11, QM12, QM15, QM24, QM25, QM34, QM40, QM42",https://tools.nycenet.edu/snapshot/2019/24Q102/EMS,40.732889,-73.878296,"55-24 Van Horn Street, Queens NY 11373"
27Q105,P.S. 105 The Bay School,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","27",718-474-8615,https://www.schools.nyc.gov/Find-a-School,A to Beach 44th St-Frank Ave,"Q22, QM17",https://tools.nycenet.edu/snapshot/2019/27Q105/EMS,40.596078,-73.780732,"420 Beach 51st Street, Queens NY 11691"
29Q109,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,"06,07,08,SE","29",718-465-0651,https://www.schools.nyc.gov/Find-a-School,N/A,"Q1, Q110, Q27, Q36, Q43, Q88, X68",https://tools.nycenet.edu/snapshot/2019/29Q109/EMS,40.719916,-73.746524,"213-10 92nd Avenue, Queens NY 11428"
30Q111,P.S. 111 Jacob Blackwell,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","30",718-786-2073,https://www.ps111q.org,F to 21st St - Queensbridge,"Q100, Q102, Q103, Q104, Q66, Q69",https://tools.nycenet.edu/snapshot/2019/30Q111/EMS,40.758358,-73.939077,"37-15 13th Street, Queens NY 11101"
24Q113,P.S./I.S. 113 Anthony J. Pranzo,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","24",718-847-0724,https://www.schools.nyc.gov/Find-a-School,N/A,"BM5, Q11, Q21, Q23, Q29, Q47, Q52, Q53, Q54, Q55, QM12, QM15, QM42",https://tools.nycenet.edu/snapshot/2019/24Q113/EMS,40.705435,-73.861464,"78-23 87th Street, Queens NY 11385"
27Q114,P.S./M.S. 114 Belle Harbor,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","27",718-634-3382,https://www.belleharborschool.org,N/A,"Q22, Q35, QM16",https://tools.nycenet.edu/snapshot/2019/27Q114/EMS,40.577614,-73.854499,"134-01 Cronston Avenue, Queens NY 11694"
29Q116,P.S./I.S. 116 William C. Hughley,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","29",718-526-4884,https://www.schools.nyc.gov/Find-a-School,N/A,"Q110, Q4, Q42, Q5, Q83, Q84, Q85, X64",https://tools.nycenet.edu/snapshot/2019/29Q116/EMS,40.701005,-73.781691,"107-25 Wren Place, Queens NY 11433"
24Q119,P.S./I.S. 119 The Glendale,K-8,"0K,01,02,03,04,05,06,07,08,SE","24",718-326-8261,https://www.psis119.org,N/A,"Q29, Q47, Q54, Q55, QM24, QM25, QM34",https://tools.nycenet.edu/snapshot/2019/24Q119/EMS,40.705106,-73.875032,"74-01 78th Avenue, Queens NY 11385"
30Q122,P.S. 122 Mamie Fay,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","30",718-721-6410,https://www.mamiefayps122.wordpress.com,"N, Q to Astoria - Ditmars Blvd","Q100, Q69",https://tools.nycenet.edu/snapshot/2019/30Q122/EMS,40.780758,-73.915986,"21-21 Ditmars Boulevard, Queens NY 11105"
27Q124,P.S. 124 Osmond A Church,K-8,"0K,01,02,03,04,05,06,07,08,SE","27",718-529-2580,https://www.ps124q.weebly.com,N/A,"B15, Q10, Q37, QM18",https://tools.nycenet.edu/snapshot/2019/27Q124/EMS,40.665406,-73.811057,"129-15 150th Avenue, Queens NY 11420"
24Q125,I.S. 125 Thom J. McCann Woodside,Junior High-Intermediate-Middle,"06,07,08,SE","24",718-937-0320,https://www.is125q.org,7 to 46th St,"B24, Q104, Q32, Q39, Q60, Q67",https://tools.nycenet.edu/snapshot/2019/24Q125/EMS,40.740549,-73.918548,"46-02 47th Avenue, Queens NY 11377"
30Q126,Albert Shanker School for Visual and Performing Ar,Junior High-Intermediate-Middle,"06,07,08,SE","30",718-274-8316,https://www.is126q.com,"N, Q to Broadway","Q100, Q102, Q103, Q104, Q18, Q19, Q66, Q69",https://tools.nycenet.edu/snapshot/2019/30Q126/EMS,40.766087,-73.930136,"31-51 21st Street, Queens NY 11106"
30Q127,P.S. 127 Aerospace Science Magnet School,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","30",718-446-4700,https://www.schools.nyc.gov/Find-a-School,N/A,"M60-SBS, Q19, Q23, Q33, Q48, Q49, Q72",https://tools.nycenet.edu/snapshot/2019/30Q127/EMS,40.765732,-73.870789,"98-01 25th Avenue, Queens NY 11369"
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",K-8,"0K,01,02,03,04,05,06,07,08,SE","24",718-326-6210,https://www.psis128q.org,M to Middle Village - Metropolitan Ave,"Q38, Q54, Q67, QM24, QM25, QM34",https://tools.nycenet.edu/snapshot/2019/24Q128/EMS,40.714816,-73.885964,"69-10 65th Drive, Queens NY 11379"
27Q137,M.S. 137 America's School of Heroes,Junior High-Intermediate-Middle,"06,07,08,SE","27",718-659-0471,https://www.heroesofms137.org,A to Rockaway Blvd,"BM5, Q11, Q112, Q21, Q37, Q41, Q52, Q53, Q7, QM15",https://tools.nycenet.edu/snapshot/2019/27Q137/EMS,40.678096,-73.839634,"109-15 98th Street, Queens NY 11417"
29Q138,P.S./M.S. 138 Sunrise,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","29",718-528-9053,https://www.schools.nyc.gov/Find-a-School,N/A,"Q111, Q5, Q85, X63",https://tools.nycenet.edu/snapshot/2019/29Q138/EMS,40.660154,-73.734131,"251-11 Weller Avenue, Queens NY 11422"
30Q141,I.S. 141 The Steinway,Junior High-Intermediate-Middle,"06,07,08,SE","30",718-278-6403,https://www.IS141.org,"N, Q to Astoria - Ditmars Blvd","Q100, Q101, Q19, Q69",https://tools.nycenet.edu/snapshot/2019/30Q141/EMS,40.77572,-73.904324,"37-11 21st Avenue, Queens NY 11105"
30Q145,I.S. 145 Joseph Pulitzer,Junior High-Intermediate-Middle,"06,07,08,SE","30",718-457-1242,https://www.is145.schoolwires.net,7 to 82nd St-Jackson Heights,"Q32, Q33, Q47, Q49, Q66, QM3",https://tools.nycenet.edu/snapshot/2019/30Q145/EMS,40.754155,-73.887285,"33-34 80th Street, Queens NY 11372"
27Q146,P.S. 146 Howard Beach,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","27",718-659-3140,https://www.ps146q.org,A to Howard Beach - JFK Airport,"B15, Q11, Q21, Q41, Q52, Q53, QM15, QM16, QM17",https://tools.nycenet.edu/snapshot/2019/27Q146/EMS,40.660561,-73.835028,"98-01 159th Avenue, Queens NY 11414"
29Q147,P.S./M.S. 147 Ronald McNair,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","29",718-528-2420,https://www.psms147q.com,N/A,"Q27, Q4, Q77, Q83, X64",https://tools.nycenet.edu/snapshot/2019/29Q147/EMS,40.69812,-73.740315,"218-01 116th Avenue, Queens NY 11411"
28Q157,J.H.S. 157 Stephen A. Halsey,Junior High-Intermediate-Middle,"06,07,08,09,SE","28",718-830-4910,https://www.schools.nyc.gov/Find-a-School,"M, R to 67th Ave","Q23, Q38, Q58, Q60, Q72, Q88, QM10, QM11, QM12, QM18, QM40, QM42",https://tools.nycenet.edu/snapshot/2019/28Q157/EMS,40.73248,-73.852995,"63-55 102nd Street, Queens NY 11374"
26Q158,M.S. 158 Marie Curie,Junior High-Intermediate-Middle,"06,07,08,SE","26",718-423-8100,https://www.ms158q.com,N/A,"Q12, Q13, Q27, Q31, Q76, QM3",https://tools.nycenet.edu/snapshot/2019/26Q158/EMS,40.756322,-73.771674,"46-35 Oceania Street, Queens NY 11361"
25Q164,P.S. 164 Queens Valley,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","25",718-544-1083,https://www.psms164.com,N/A,"Q20A, Q20B, Q44-SBS, Q46, QM1, QM31, QM35, QM36, QM5, QM6, QM7, QM8",https://tools.nycenet.edu/snapshot/2019/25Q164/EMS,40.721565,-73.823392,"138-01 77th Avenue, Queens NY 11367"
28Q167,Metropolitan Expeditionary Learning School,Secondary School,"06,07,08,09,10,11,12,SE","28",718-286-3500,https://www.metropolitanels.com,N/A,"BM5, Q11, Q21, Q23, Q52, Q53, Q54, Q55, QM12, QM15, QM42",https://tools.nycenet.edu/snapshot/2019/28Q167/EMS,40.708409,-73.855572,"91-30 Metropolitan Avenue, Queens NY 11375"
